OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
63292,Destroyed (>50%),9960.0,Franz Valley School,Road,Unincorporated,CA,0.0,LNU,Sonoma,Franz Valley,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Single Pane, , , ,,,,72542.0,,9960 FRANZ VALLEY SCHOOL RD CALISTOGA CA 94515,38.5897166299669,-122.651102109829
101344,No Damage,1774.0,Vistillas ,Road,Altadena,CA,91001.0,LAC,Los Angeles,Altadena,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,<30',186160.0,1935.0,"1774 VISTILLAS RD, ALTADENA, CA 91001",34.1812325,-118.1139905
18733,No Damage,4701.0,Wallace Creek,Road,,CA,,LNU,Sonoma,Healdsburg,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,570008.0,1920.0,4701 WALLACE CREEK RD HEALDSBURG CA 95448,38.6197487413495,-122.950803460979
70653,Destroyed (>50%),13052.0,Little Tujunga Canyon,Road,Unincorporated,CA,0.0,LAC,Los Angeles,,12/5/2017 12:00:00 AM,Fire,,Multi Family Residence Single Story,Single Residence,,Fire Resistant,Enclosed,Screened,Combustible,Multi Pane, , , ,,,,,0.0,,34.3016205513899,-118.34704678775
69662,Destroyed (>50%),5481.0,Wilshire ,Drive,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,189231.0,,5481 WILSHIRE DR SANTA ROSA CA 95404,38.517449325151,-122.709840287245
105449,No Damage,477.0,Concha,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,58140.0,1950.0,"473 CONCHA ST, ALTADENA, CA 91001",34.2007189,-118.13413
56746,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,261415.0,2010.0,4517 CALERNBAR RD PARADISE CA 95969,39.7169466600074,-121.647882931371
126290,Destroyed (>50%),15237.0,De Pauw,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Unknown,Unknown,No Patio Cover/Carport,Unknown,,,706952.0,2013.0,"15237 DE PAUW ST, PACIFIC PALISADES, CA 90272",34.0376118,-118.524982
100922,No Damage,293.0,West Highland,Drive,Camarillo,CA,93010.0,VNC,Ventura,Camarillo,11/6/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,683345.0,1937.0,"293 W HIGHLAND DR, CAMARILLO, CA 93010",34.2453725,-119.0517952
124695,Destroyed (>50%),655.0,Haverford,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,,,169508.0,1940.0,"655 HAVERFORD AVE, PACIFIC PALISADES, CA 90272",34.0423518,-118.5300351
111125,No Damage,584.0,W Calaveras,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,<30',65261.0,1928.0,"584 W CALAVERAS ST, ALTADENA, CA 91001",34.193152,-118.1610963
92715,No Damage,4480.0,Triangle ,Road,Mariposa,CA,95338.0,MMU,Mariposa,,7/22/2022 12:00:00 AM,Fire,Unknown,Motor Home,Single Residence,,Metal,No Eaves,No Vents,Metal,Single Pane,Unknown,Unknown,Combustible,No Fence,,,0.0,0.0,4484 TRIANGLE RD MARIPOSA 95338 CA,37.51583864,-119.89901772
11844,No Damage,6085.0,Malita,Road,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Combustible,,,813522.0,1975.0,6085 MELITA RD SANTA ROSA CA 95409,38.4544519687159,-122.632915862429
87121,Destroyed (>50%),19401.0,Valley View ,Drive,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,Other,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,22179.0,,19401 VALLEY VIEW DR GREENVILLE CA 95947,40.1283801902375,-120.919693053549
25250,Destroyed (>50%),2500.0, China Grade,Road,,CA,,CZU,San Mateo,,8/16/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,Unknown,Unknown,Unknown,Single Pane,No Deck/Porch,Unknown,No Patio Cover/Carport,No Fence,,,838192.0,,2500 CHINA GRADE RD LA HONDA CA 94020,37.2208871668858,-122.247213516919
97015,No Damage,9841.0,Cohasset ,Road,Cohasset,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,11-20,,113618.0,1981.0,"9841 COHASSET RD, COHASSET, CA 95973",39.9231481,-121.7347223
112867,No Damage,1397.0,New York,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,400666.0,1940.0,"1397 NEW YORK DR, ALTADENA, CA 91001",34.1788553,-118.1218063
2578,No Damage,91.0,Toyon Hills,Drive,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,19062.0,1900.0,"91 TOYON HILLS DR, FEATHER FALLS CA 95966",39.5595804280902,-121.355746466604
35360,Destroyed (>50%),8764.0,Skyway,,Paradise Northwest A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Metal,No Eaves,No Vents,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,,110389.0,0.0,8764  SKYWAY    PARADISE CA 95969,39.7852639798658,-121.594494875446
21343,No Damage,144.0,Acorn,Drive,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,193800.0,1939.0,144 ACORN DR BOULDER CREEK CA 95006,37.1378635536077,-122.14525852935
78730,No Damage,5785.0,Sawmill,Road,Wofford Heights,CA,93285.0,KRN,Kern,,8/18/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,49560.0,,WOFFORD HEIGHTS CA 93285,35.6675420003658,-118.552734500088
9894,Destroyed (>50%),0.0,INDIAN MEADOWS DR,,,CA,,SKU,Siskiyou,HAPPY CAMP,9/8/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1978.0,"700 INDIAN MEADOWS DR, HAPPY CAMP CA 96039",41.8070123070734,-123.380608185731
1756,No Damage,0.0,C,Alley,,CA,,LAC,Los Angeles,,9/6/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,34.2080894545235,-118.034268444515
106405,No Damage,476.0,W Mendocino,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,62534.0,1946.0,"476 W MENDOCINO ST, ALTADENA, CA 91001",34.1941043,-118.1584373
6033,No Damage,38206.0,Peterson ,Road,,CA,0.0,FKU,Fresno,Auberry,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11-20,,130989.0,1991.0,38206 PETERSON RD AUBERRY CA 93602,37.0375471329794,-119.33382705702
16897,No Damage,20.0,Chimney Creek,Road,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,68495.0,1920.0,20 CHIMNEY CREEK RD NAPA CA 94558,38.3550495369448,-122.123351648689
99898,No Damage,3610.0,Serra,Road,Malibu,CA,90265.0,LAC,Los Angeles,,12/9/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,,,1848645.0,1990.0,"3610 SERRA RD, MALIBU, CA 90265",34.0411979,-118.6792658
93852,Destroyed (>50%),0.0,Ceejay ,Road,,CA,0.0,BTU,Tehama,Campbellville ,7/24/2024 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,No Fence,,,0.0,0.0,,40.0245015,-121.723136
92626,No Damage,4076.0,Triangle ,Road,Mariposa,CA,95338.0,MMU,Mariposa,,7/22/2022 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,50436.0,1907.0,4076 TRIANGLE RD MARIPOSA 95338 CA,37.51051912,-119.863987
51165,Destroyed (>50%),11336.0,Menlo,Way,Unincorporated,CA,,SHU,Shasta,,7/23/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Unknown,No Deck/Porch,Combustible,Combustible,,,190122.0,1989.0,11336 MENLO WAY REDDING CA 96003,40.6169721215135,-122.431744947611
118077,Destroyed (>50%),2888.0,Marengo,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,>50',164874.0,1947.0,"2888 MARENGO AVE, ALTADENA, CA 91001",34.1938434,-118.1388213
457,No Damage,10659.0,Nishinam Gulch,Road,Nevada City,CA,,NEU,Nevada,,8/17/2020 12:00:00 AM,Fire,Combination of Actions,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,30-50',164466.0,1982.0,10659 NISHINAM GULCH RD NEVADA CITY CA 95959,39.2758412778553,-121.104770956378
47226,Destroyed (>50%),822.0,Wagstaff ,Road,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,<30',156736.0,1978.0,822  WAGSTAFF RD   PARADISE CA 95969,39.7761655729265,-121.619374871575
129093,Destroyed (>50%),831.0,Iliff ,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Combustible,,,2384148.0,2017.0,"831 ILIFF ST, PACIFIC PALISADES, CA 90272",34.0444596,-118.5186749
70701,Destroyed (>50%),1074.0,Wikiup,Drive,Unincorporated,CA,0.0,LNU,Sonoma,Larkfield-Wikiup,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Combustible,Enclosed,Screened,Combustible,Multi Pane, , , ,,,,296028.0,,1074 WIKIUP DR SANTA ROSA CA 95403,38.5059686573258,-122.742010691317
54741,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,122018.0,1979.0,14254 MANATEE CIR MAGALIA CA 95954,39.8259837493695,-121.603697953835
120351,No Damage,206.0,Giardino,Way,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,,,633908.0,1976.0,"206 GIARDINO WAY, PACIFIC PALISADES, CA 90272",34.0438229,-118.5638635
107612,Destroyed (>50%),1245.0,E Loma Alta,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,Unknown,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,151830.0,1953.0,"1245 E LOMA ALTA DR, ALTADENA, CA 91001",34.1976486,-118.1208109
46611,Destroyed (>50%),6855.0,Clark,Road,Paradise Northwest A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,78695.0,1963.0,6855  CLARK RD   PARADISE CA 95969,39.783944059005,-121.587649845932
92463,No Damage,3814.0,Volcanoville ,Road,Georgetown,CA,95634.0,AEU,El Dorado,,9/6/2022 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,>30,,16236.0,0.0,3814 VOLCANOVILLE RD GEORGETOWN 95634 CA,38.98867156,-120.76881918
81841,No Damage,3480.0,E River Park,Drive,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Wood,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,223370.0,,3480 E RIVER PARK DR SOUTH LAKE TAHOE CA 96150,38.8115991813768,-120.019285860831
51676,Destroyed (>50%),16320.0,Keswick View,Way,Unincorporated,CA,,SHU,Shasta,Keswick,7/23/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,210945.0,1993.0,16320 KESWICK VIEW WAY REDDING CA 96001,40.6213851400624,-122.454534278409
96227,Destroyed (>50%),15293.0,Forest Ranch,Way,Forest Ranch,CA,95942.0,BTU,Butte,Forest Ranch,7/24/2024 12:00:00 AM,Fire,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,21-30,30-50',220746.0,1981.0,"15299 FOREST RANCH WAY, FOREST RANCH, CA 95942",39.8723918,-121.6851483
827,No Damage,19150.0,High Glen ,Road,,CA,0.0,MVU,San Diego,,9/5/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,111000.0,0.0,19150 HIGH GLEN RD ALPINE CA 91901,32.763598680619,-116.722145984566
51168,Destroyed (>50%),16984.0,Catalina,Way,Unincorporated,CA,,SHU,Shasta,,7/23/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Unknown,No Deck/Porch,Combustible,Combustible,,,174900.0,1991.0,16984 CATALINA WAY REDDING CA 96003,40.6160027050196,-122.431660531127
34796,Destroyed (>50%),13763.0,Heller,Court,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,Non Combustible,>30,,108706.0,1980.0,13763  HELLER CT   MAGALIA CA 95954,39.8091563434894,-121.602482243998
31917,Destroyed (>50%),12218.0,Concow ,Road,Concow/Yankee Hill,CA,,BTU,Butte,Oroville ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,79612.0,1975.0,12218  CONCOW RD   CONCOW CA 95965,39.7524426459363,-121.523989561021
89947,No Damage,41841.0,Gibbel,Road,Hemet,CA,92544.0,RRU,Riverside,Hemet,9/5/2022 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,No Vents,Metal,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,214240.0,1958.0,41841 GIBBEL RD HEMET 92544 CA,33.69815283,-116.93847607
33921,Destroyed (>50%),6109.0,Laurel,Drive,Paradise Southwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,47529.0,0.0,6109  LAUREL DR   PARADISE CA 95969,39.7675002227045,-121.634337719394
85050,No Damage,5681.0,State Highway 70,,,CA,,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,,39.9269151336645,-121.316863249756
108304,Destroyed (>50%),354.0,E Altadena,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,<30',131596.0,1929.0,"354 E ALTADENA DR, ALTADENA, CA 91001",34.1920623,-118.1405391
44037,Destroyed (>50%),1273.0,Nunneley,Road,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,11-20,,29846.0,1959.0,1273  NUNNELEY RD   PARADISE CA 95969,39.7568616963782,-121.599267117901
13518,No Damage,1381.0,Tucker ,Road,,CA,,LNU,Napa,Calistoga,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,11-20,>50',938319.0,1974.0,1381 TUCKER RD CALISTOGA CA 94515,38.5554012707596,-122.531710007824
118258,No Damage,1885.0,N El Molino,Avenue,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,<30',79631.0,1890.0,"1885 N EL MOLINO AVE, PASADENA, CA 91104",34.1782779,-118.1375352
64028,Destroyed (>50%),1960.0,Dogwood,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Coffey Park,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,304000.0,,1960 DOGWOOD DR SANTA ROSA CA 95403,38.4766607332179,-122.74997207071
48787,Destroyed (>50%),6.0,Holster,Lane,Unincorporated,CA,,VNC,Ventura,Bell Canyon,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Unknown,Unknown,No Patio Cover/Carport,Unknown,,,518033.0,2000.0,6 HOLSTER LN BELL CANYON CA,34.2063796578541,-118.675192672533
129882,No Damage,15075.0,Altata,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,,>50',852067.0,1959.0,"15075 ALTATA DR, PACIFIC PALISADES, CA 90272",34.032982,-118.5242948
38791,Destroyed (>50%),5211.0,Jarvis,Lane,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,11-20,<30',110000.0,1956.0,5211  JARVIS LN   PARADISE CA 95969,39.738046600039,-121.638651874953
106755,Destroyed (>50%),393.0,W Marigold ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,No Deck/Porch,Unknown,Unknown,,,149055.0,1928.0,"393 W MARIGOLD ST, ALTADENA, CA 91001",34.2004554,-118.1535204
115645,Destroyed (>50%),3024.0,Marengo,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,178500.0,1925.0,"3024 MARENGO AVE, ALTADENA, CA 91001",34.1962426,-118.1382162
64271,Destroyed (>50%),6495.0,Dry Creek,Road,Unincorporated,CA,0.0,LNU,Napa,Napa,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unenclosed,Unknown,Combustible,Unknown, , , ,,,,80794.0,1910.0,6495 Dry Creek Road *Field Collected,38.4074524300828,-122.461414389831
597,No Damage,8000.0,Goat Camp,Road,Red Bluff ,CA,,TGU,Tehama,Rancho El Frio,8/18/2020 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,,Metal,Unenclosed,Unscreened,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,134681.0,1964.0,8000 WILLIAMS GOATCAMP RD RED BLUFF CA 96080,40.1767380592217,-122.754085136596
92009,No Damage,24371.0,Lowe,Street,Foresthill,CA,95631.0,NEU,Placer,,9/6/2022 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,Combustible,Combustible,,,275914.0,0.0,24384 MAIN ST FORESTHILL 95631 CA,39.01884856,-120.82089614
41802,Destroyed (>50%),8404.0,Montna ,Drive,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,52905.0,1976.0,8404  MONTNA DR   PARADISE CA 95969,39.7813312519908,-121.607296858188
