OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,* CAL FIRE Unit,County,Incident Start Date,* Structure Type,Structure Category,* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude,Structure Age,Log Assessed Value,Fire Risk Score,Month,Fire Season Category,Month Name
95434,No Damage,40260.0,State Highway 172,Other,Mill Creek,TGU,Tehama,2024-07-24 00:00:00,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,Combustible,No Fence,145992.0,1934.0,"40260 STATE HIGHWAY 172, MILL CREEK, CA 96061",40.3230242,-121.5291196,90.0,11.891313954335587,2.7,7,Moderate Season,July
76729,No Damage,12313.0,Norman,Drive,Montague ,SKU,Siskiyou,2021-06-24 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,60076.0,1964.0,12313 NORMAN DR MONTAGUE CA 96064,41.5678876842126,-122.329204134509,57.0,11.003382351769197,3.8,6,Low Fire Season,June
114362,Destroyed (>50%),1.0,E Pine,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,156291.0,1945.0,"1 E PINE ST, ALTADENA, CA 91001",34.195752,-118.146561,80.0,11.9594813314784,3.3,1,Peak Fire Season,January
47619,Destroyed (>50%),5845.0,Nielsen,Drive,Paradise Southeast A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,210000.0,1972.0,5845  NIELSEN DR   PARADISE CA 95969,39.7587453709377,-121.588130119419,46.0,12.25486757159303,6.2,11,Peak Fire Season,November
35657,Destroyed (>50%),13562.0,Wichita,Drive,Magalia,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,12489.0,1978.0,13562  WICHITA DR   MAGALIA CA 95954,39.8024945962924,-121.602575052544,40.0,9.432683603119623,6.2,11,Peak Fire Season,November
67171,Destroyed (>50%),547.0,Westgate,Drive,Unincorporated,LNU,Napa,2017-10-08 00:00:00,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,No Fence,395375.0,1984.0,547 WESTGATE DR,38.354888659972,-122.249897998297,33.0,12.88759248984914,2.6,10,Moderate Season,October
101606,Destroyed (>50%),939.0,E Mount Curve,Avenue,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,341347.0,1938.0,"949 E MOUNT CURVE AVE, ALTADENA, CA 91001",34.2014836,-118.1298576,87.0,12.74065776374035,3.2,1,Peak Fire Season,January
35356,Destroyed (>50%),8764.0,Skyway,Road,Paradise Northwest A,BTU,Butte,2018-11-08 00:00:00,Mobile Home Single Wide,Single Residence,Metal,No Eaves,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,110389.0,1964.0,8764  SKYWAY    PARADISE CA 95969,39.785491343015,-121.595168172633,54.0,11.611774829012397,3.3,11,Peak Fire Season,November
94040,No Damage,5183.0,Campbell,Way,Mariposa,MMU,Mariposa,2024-07-04 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,29001.0,1957.0,"5183 CAMPBELL WAY, MARIPOSA, CA 95338",37.494429,-119.9715366,67.0,10.27512007210784,3.7,7,Moderate Season,July
71572,Destroyed (>50%),47.0,Ursuline,Road,Unincorporated,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,No Fence,306605.0,1964.0,47 URSULINE RD SANTA ROSA CA 95403,38.4935023841926,-122.742298543874,53.0,12.633318814699996,4.6,10,Moderate Season,October
79677,No Damage,2541.0,Tolowa,Trail,Placerville,AEU,El Dorado,2021-08-14 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,413871.0,1964.0,2541 TOLOWA TRL PLACERVILLE CA 95667,38.6695592663976,-120.64358705018,57.0,12.93331202625789,3.3,8,Peak Fire Season,August
107119,Destroyed (>50%),3431.0,Rubio Crest ,Drive,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,73252.0,1964.0,"3431 RUBIO CREST DR, ALTADENA, CA 91001",34.2015014,-118.1254081,61.0,11.201674481672054,4.8,1,Peak Fire Season,January
34482,Destroyed (>50%),1951.0,Drendel,Circle,Paradise Southeast B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,246332.0,1981.0,1951  DRENDEL CIR   PARADISE CA 95969,39.741289724709,-121.566755256104,37.0,12.414439558081341,4.2,11,Peak Fire Season,November
59504,Destroyed (>50%),2100.0,Vintage ,Circle,Santa Rosa,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane, , , ,No Fence,286168.0,1964.0,2100 VINTAGE CIR SANTA ROSA CA 95404,38.4871207706585,-122.707278381886,53.0,12.564337824374869,4.6,10,Moderate Season,October
29055,Destroyed (>50%),1368.0,Orput,Lane,Paradise Central Southeast A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,67976.0,1976.0,1368  ORPUT LN   PARADISE CA 95969,39.7657476673417,-121.595922275975,42.0,11.126924691649668,6.3,11,Peak Fire Season,November
118933,No Damage,2423.0,E Woodlyn,Road,Pasadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,169971.0,1946.0,"2415 E WOODLYN RD, PASADENA, CA 91104",34.1674554,-118.1007525,79.0,12.043388996584543,4.8,1,Peak Fire Season,January
25360,No Damage,0.0,1001 W RANCH RD PESCADERO CA 94060,Road,San Mateo County,CZU,San Mateo,2020-08-16 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,96521.0,1964.0,1001 W RANCH RD PESCADERO CA 94060,37.2425075431126,-122.327701505466,56.0,11.477526240618364,3.8,8,Peak Fire Season,August
64572,Destroyed (>50%),9520.0,Winchester,Street,Lower Lake,LNU,Lake,2016-08-13 00:00:00,Motor Home,Single Residence,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,No Fence,9123.0,1964.0,9520 WINCHESTER ST LOWER LAKE CA 95457,38.9132373529172,-122.604252189273,52.0,9.11866358340428,2.6,8,Peak Fire Season,August
44747,Destroyed (>50%),5648.0,Butte View ,Terrace,Paradise Southeast B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,109273.0,1975.0,5648  BUTTE VIEW TE   PARADISE CA 95969,39.7521852833936,-121.58262479959,43.0,11.601613768465667,4.3,11,Peak Fire Season,November
57853,Destroyed (>50%),1913.0,San Miguel,Avenue,Santa Rosa,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,No Fence,206683.0,1964.0,1913 SAN MIGUEL AVE SANTA ROSA CA 95403,38.4747058010348,-122.749010102602,53.0,12.238946335803934,4.6,10,Moderate Season,October
7424,Destroyed (>50%),60900.0,La Salle,Lane,Fresno County,FKU,Fresno,2020-09-04 00:00:00,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1964.0, LAKESHORE CA 93634,37.2521098585744,-119.197358814201,56.0,0.0,2.8,9,Moderate Season,September
130929,Destroyed (>50%),16001.0,Pacific Coast,Highway,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Mobile Home Single Wide,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,189681.0,1962.0,"16001 PACIFIC COAST HWY, PACIFIC PALISADES, CA 90272",34.0373737,-118.5353429,63.0,12.153104264757928,4.7,1,Peak Fire Season,January
62737,Destroyed (>50%),16221.0,Main,Street,Lower Lake,LNU,Lake,2016-08-13 00:00:00,Multi Family Residence Multi Story,Single Residence,Combustible,Unenclosed,Unscreened,Combustible,Single Pane, , , ,No Fence,55413.0,1964.0,16221 MAIN ST LOWER LAKE CA 95457,38.9091889471783,-122.609412519202,52.0,10.92258754839142,3.1,8,Peak Fire Season,August
28656,Destroyed (>50%),1494.0,Jones ,Lane,Paradise Northwest A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,62392.0,1947.0,1494  JONES LN   PARADISE CA 95969,39.7803010908857,-121.590254820119,71.0,11.04120836857775,4.3,11,Peak Fire Season,November
40232,Destroyed (>50%),720.0,Wagstaff ,Road,Paradise Northwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,85080.0,1953.0,720  WAGSTAFF RD   PARADISE CA 95969,39.777350837254,-121.623535552663,65.0,11.35135902288873,6.3,11,Peak Fire Season,November
41490,Destroyed (>50%),5820.0,Royal,Court,Paradise Southwest A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,176811.0,1999.0,5820  ROYAL CT   PARADISE CA 95969,39.7574927344133,-121.641057684556,19.0,12.08284230018556,6.3,11,Peak Fire Season,November
108706,Destroyed (>50%),102.0,W Mendocino,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,117682.0,1961.0,"102 W MENDOCINO ST, ALTADENA, CA 91001",34.1916677,-118.1512021,64.0,11.67574984781238,4.8,1,Peak Fire Season,January
103189,No Damage,2713.0,New York,Drive,Pasadena,LAC,Los Angeles,2025-01-07 08:02:01,Commercial Building Multi Story,Nonresidential Commercial,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,387325.0,1969.0,"2713 NEW YORK DR, PASADENA, CA 91107",34.1741141,-118.0946066,56.0,12.8670219946723,3.8,1,Peak Fire Season,January
129219,Destroyed (>50%),17440.0,Posetano,Road,Pacific Palisades,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,98747.0,1952.0,"17440 POSETANO RD, PACIFIC PALISADES, CA 90272",34.0400138,-118.5577992,73.0,11.500326429393713,3.2,1,Peak Fire Season,January
12192,No Damage,787.0,Silverado ,Trail,St. Helena,LNU,Napa,2020-09-27 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,275000.0,1956.0,787 SILVERADO TRL SAINT HELENA CA 94574,38.5074470385517,-122.445593779375,64.0,12.524530013005734,2.8,9,Moderate Season,September
43357,Destroyed (>50%),6634.0,Dolores ,Drive,Paradise Northeast B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,122400.0,1973.0,6634  DOLORES DR   PARADISE CA 95969,39.7758080780585,-121.58224515628,45.0,11.715057818961629,6.3,11,Peak Fire Season,November
36459,Destroyed (>50%),569.0,Sunset,Drive,Paradise Southwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,212046.0,1955.0,569  SUNSET DR   PARADISE CA 95969,39.768902807553,-121.629951198251,63.0,12.264563227195962,4.3,11,Peak Fire Season,November
316,Destroyed (>50%),0.0,Grey Fox,Road,Caliente,KRN,Kern,2020-08-03 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1964.0, ,35.466127871343,-118.464533143524,56.0,0.0,3.8,8,Peak Fire Season,August
59423,Destroyed (>50%),1337.0,Tuliptree,Road,Santa Rosa,LNU,Sonoma,2017-10-08 00:00:00,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,No Fence,114358.0,1964.0,1337 TULIPTREE RD SANTA ROSA CA 95403,38.4780115871856,-122.745018214058,53.0,11.647097902081821,4.6,10,Moderate Season,October
11300,No Damage,6445.0,Highway 12,Road,Santa Rosa,LNU,Sonoma,2020-09-27 00:00:00,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,544845.0,1978.0,6445 HWY 12 SANTA ROSA CA 95409,38.4492968595665,-122.611355284108,42.0,13.208258464907955,2.8,9,Moderate Season,September
82403,No Damage,0.0,Us Highway 50,Road,Echo Lake,AEU,El Dorado,2021-08-14 00:00:00,Commercial Building Single Story,Nonresidential Commercial,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,164837.0,1964.0,ECHO LAKE CA 95721,38.8019811332885,-120.116467233319,57.0,12.012718452401716,2.7,8,Peak Fire Season,August
86289,Destroyed (>50%),990.0,26N24 ,Road,Taylorsville,LMU,Plumas,2021-07-13 00:00:00,Single Family Residence Single Story,Single Residence,Metal,Unknown,No Vents,Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,29654.0,1964.0,990 26N24 TAYLORSVILLE CA 95983,40.121266428065,-120.693109982424,57.0,10.297386024272827,3.8,7,Moderate Season,July
37392,Destroyed (>50%),5079.0,Malibu,Drive,Paradise Southeast B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,Unknown,Ignition Resistant,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,252591.0,1987.0,5079  MALIBU DR   PARADISE CA 95969,39.7317398099538,-121.568975851062,31.0,12.439530817771509,4.2,11,Peak Fire Season,November
94626,No Damage,9.0,Belden,Court,Oroville,BTU,Butte,2024-07-02 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,53287.0,1950.0,"11 BELDEN CT, OROVILLE, CA 95966",39.5207739,-121.4892663,74.0,10.883466444093015,3.7,7,Moderate Season,July
34168,Destroyed (>50%),14190.0,Citadel ,Court,Magalia,BTU,Butte,2018-11-08 00:00:00,Mobile Home Double Wide,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,11037.0,1980.0,14190  CITADEL WAY   MAGALIA CA 95954,39.8247480390716,-121.597863227182,38.0,9.309099143999447,6.2,11,Peak Fire Season,November
119522,No Damage,3127.0,Doyne,Road,Pasadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,119740.0,1951.0,"3127 DOYNE RD, PASADENA, CA 91107",34.1740777,-118.0873008,74.0,11.693086355872564,3.8,1,Peak Fire Season,January
47659,Destroyed (>50%),6356.0,Pentz,Road,Paradise Southeast A,BTU,Butte,2018-11-08 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,82437.0,1945.0,6356  PENTZ RD   PARADISE CA 95969,39.768511621136,-121.576263807504,73.0,11.319801774642187,6.3,11,Peak Fire Season,November
90372,No Damage,42540.0,Red Hawk ,Road,Hemet,RRU,Riverside,2022-09-05 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,No Vents,Metal,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,130560.0,1980.0,42540 RED HAWK RD HEMET 92544 CA,33.64374975,-116.91914083,42.0,11.779595829482327,4.3,9,Moderate Season,September
84049,Destroyed (>50%),202.0,Mill,Street,Greenville,LMU,Plumas,2021-07-13 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,37672.0,1964.0,202 MILL ST GREENVILLE CA 95947,40.1389810906305,-120.952542468992,57.0,10.536698936485076,3.8,7,Moderate Season,July
42351,Destroyed (>50%),307.0,Rose,Lane,Paradise Southwest A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,114400.0,1963.0,307  ROSE LN   PARADISE CA 95969,39.7597775292736,-121.639419467397,55.0,11.647465099148372,4.3,11,Peak Fire Season,November
108311,Destroyed (>50%),378.0,E Altadena,Drive,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,72342.0,1948.0,"378 E ALTADENA DR, ALTADENA, CA 91001",34.1917755,-118.1400585,77.0,11.18917397547838,4.8,1,Peak Fire Season,January
47271,Destroyed (>50%),6290.0,Dawnridge,Court,Paradise Northeast A,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,211626.0,2001.0,6290  DAWNRIDGE CT   PARADISE CA 95969,39.7747750284339,-121.589851961646,17.0,12.262580570070046,6.3,11,Peak Fire Season,November
29256,Destroyed (>50%),6210.0,Stinson,Lane,Paradise Northwest B,BTU,Butte,2018-11-08 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,15991.0,1943.0,6210  STINSON LN   PARADISE CA 95969,39.7710487663968,-121.606749817418,75.0,9.679843876180236,4.3,11,Peak Fire Season,November
12976,No Damage,5705.0,Saint Helena ,Road,Santa Rosa,LNU,Sonoma,2020-09-27 00:00:00,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,430956.0,1969.0,5705 SAINT HELENA RD SANTA ROSA CA 95404,38.5109694454242,-122.638984511281,51.0,12.97376359612729,3.7,9,Moderate Season,September
119042,No Damage,990.0,Del Ray,Avenue,Pasadena,LAC,Los Angeles,2025-01-07 08:02:01,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,153302.0,1938.0,"990 DEL REY AVE, PASADENA, CA 91107",34.1632667,-118.0967863,87.0,11.94017163414005,4.8,1,Peak Fire Season,January
121507,No Damage,18300.0,Wakecrest,Drive,Malibu,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,323860.0,1962.0,"18300 WAKECREST DR, MALIBU, CA 90265",34.0429882,-118.5740488,63.0,12.688069690376663,4.8,1,Peak Fire Season,January
18964,No Damage,3373.0,Sackett ,Lane,Solano County,LNU,Solano,2020-08-16 00:00:00,Utility Misc Structure,Other Minor Structure,Asphalt,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,639871.0,1964.0,3373 SACKETT LN WINTERS CA 95694,38.5085157334941,-122.051210633286,56.0,13.369023435333187,3.8,8,Peak Fire Season,August
20741,Destroyed (>50%),10600.0,Empire Grade,Road,Santa Cruz County,CZU,Santa Cruz,2020-08-16 00:00:00,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,Unscreened,Wood,Unknown,Wood,Wood,Combustible,Non Combustible,190930.0,1951.0,10600 EMPIRE GRADE SANTA CRUZ CA 95060,37.0989211321282,-122.142025800765,69.0,12.1596673852154,3.7,8,Peak Fire Season,August
105919,No Damage,922.0,E Palm,Street,Altadena,LAC,Los Angeles,2025-01-07 08:02:01,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,67796.0,1937.0,"922 E PALM ST, ALTADENA, CA 91001",34.1924734,-118.1305708,88.0,11.124273225161915,4.7,1,Peak Fire Season,January
